,회사명,거래소코드,회계년도,한계기업여부,이자보상배율(이자비용)
0,케이알모터스(주),000040,2013.0,1,-4.29
1,케이알모터스(주),000040,2014.0,1,-4.6
2,케이알모터스(주),000040,2015.0,1,-4.59
3,케이알모터스(주),000040,2016.0,1,-2.26
4,케이알모터스(주),000040,2017.0,1,-6.04
5,케이알모터스(주),000040,2018.0,1,-3.14
6,성창기업지주(주),000180,2013.0,1,-1.39
7,성창기업지주(주),000180,2014.0,0,-0.05
8,성창기업지주(주),000180,2017.0,1,-0.19
9,성창기업지주(주),000180,2018.0,1,-3.96
10,디엘(주),000210,2014.0,0,-3.33
11,일동홀딩스(주),000230,2017.0,1,0.61
12,일동홀딩스(주),000230,2018.0,1,-0.29
13,(주)대유플러스,000300,2012.0,0,-4.88
14,(주)대유플러스,000300,2015.0,0,0.38
15,삼환기업(주),000360,2012.0,1,-3.12
16,(주)대동,000490,2016.0,0,-1.84
17,삼일제약(주),000520,2011.0,1,-3.56
18,삼일제약(주),000520,2012.0,1,-0.84
19,삼일제약(주),000520,2013.0,1,-1.46
20,삼일제약(주),000520,2014.0,0,-6.24
21,삼일제약(주),000520,2018.0,0,-2.39
22,(주)천일고속,000650,2018.0,0,-29.21
23,(주)영풍,000670,2015.0,1,-0.66
24,(주)영풍,000670,2016.0,0,-0.56
25,(주)엘에스네트웍스,000680,2012.0,1,0.46
26,(주)엘에스네트웍스,000680,2013.0,1,-0.24
27,(주)엘에스네트웍스,000680,2014.0,1,0.14
28,(주)엘에스네트웍스,000680,2015.0,1,-3.68
29,(주)엘에스네트웍스,000680,2016.0,1,-3.28
30,(주)엘에스네트웍스,000680,2017.0,1,0.15
31,(주)엘에스네트웍스,000680,2018.0,1,0.21
32,(주)유수홀딩스,000700,2012.0,1,-19.16
33,(주)유수홀딩스,000700,2013.0,0,-0.5
34,이화산업(주),000760,2018.0,1,0.17
35,경남기업(주),000800,2012.0,1,0.28
36,보해양조(주),000890,2011.0,0,-3.98
37,보해양조(주),000890,2017.0,1,0.94
38,보해양조(주),000890,2018.0,1,-3.58
39,(주)유니온,000910,2018.0,0,-0.26
40,전방(주),000950,2012.0,1,-4.14
41,전방(주),000950,2013.0,1,0.74
42,전방(주),000950,2014.0,1,-1.1
43,전방(주),000950,2015.0,1,-1.11
44,전방(주),000950,2016.0,1,-1.28
45,전방(주),000950,2017.0,1,-1.74
46,전방(주),000950,2018.0,1,-0.97
47,(주)DB하이텍,000990,2011.0,1,-0.75
48,(주)DB하이텍,000990,2012.0,1,-0.31
49,(주)DB하이텍,000990,2013.0,1,-0.16
50,(주)DB하이텍,000990,2014.0,0,0.67
51,페이퍼코리아(주),001020,2011.0,0,-0.9
52,페이퍼코리아(주),001020,2014.0,1,-0.75
53,페이퍼코리아(주),001020,2015.0,1,-2.67
54,페이퍼코리아(주),001020,2016.0,1,-1.35
55,페이퍼코리아(주),001020,2017.0,1,-2.22
56,페이퍼코리아(주),001020,2018.0,1,0.08
57,제이더블유중외제약(주),001060,2012.0,0,0.39
58,대한방직(주),001070,2012.0,1,-1.36
59,대한방직(주),001070,2013.0,1,0.01
60,대한방직(주),001070,2014.0,1,-1.23
61,대한방직(주),001070,2015.0,1,0.7
62,대한방직(주),001070,2016.0,1,0.2
63,대한방직(주),001070,2017.0,1,-1.82
64,대한방직(주),001070,2018.0,1,-2.88
65,(주)국보,001140,2012.0,1,0.64
66,(주)국보,001140,2013.0,1,0.36
67,(주)국보,001140,2014.0,1,-1.31
68,(주)국보,001140,2015.0,1,-1.55
69,(주)국보,001140,2016.0,1,0.14
70,(주)국보,001140,2017.0,1,-2.66
71,(주)국보,001140,2018.0,1,-4.03
72,금호전기(주),001210,2013.0,1,-0.35
73,금호전기(주),001210,2014.0,1,0.35
74,금호전기(주),001210,2015.0,1,-0.97
75,금호전기(주),001210,2016.0,1,0.62
76,금호전기(주),001210,2017.0,1,-0.1
77,금호전기(주),001210,2018.0,1,-5.34
78,동국제강(주),001230,2013.0,1,0.4
79,동국제강(주),001230,2014.0,0,-0.11
80,남광토건(주),001260,2011.0,1,-3.21
81,남광토건(주),001260,2012.0,1,-5.24
82,남광토건(주),001260,2013.0,1,-1.08
83,남광토건(주),001260,2014.0,1,-1.12
84,남광토건(주),001260,2015.0,1,-4.46
85,남광토건(주),001260,2016.0,0,-29.21
86,백광산업(주),001340,2014.0,0,-3.33
87,삼성제약(주),001360,2012.0,1,0.16
88,삼성제약(주),001360,2013.0,1,-4.21
89,삼성제약(주),001360,2014.0,1,-13.34
90,삼성제약(주),001360,2015.0,1,-0.62
91,삼성제약(주),001360,2016.0,1,-2.74
92,삼성제약(주),001360,2017.0,1,-2.66
93,삼성제약(주),001360,2018.0,1,-3.53
94,(주)에스지글로벌,001380,2015.0,0,-2.56
95,대한전선(주),001440,2011.0,1,-0.15
96,대한전선(주),001440,2012.0,1,-0.43
97,대한전선(주),001440,2013.0,1,-1.69
98,대한전선(주),001440,2014.0,1,0.24
99,대한전선(주),001440,2015.0,0,0.5
100,삼부토건(주),001470,2011.0,1,-4.42
101,삼부토건(주),001470,2012.0,1,-0.45
102,삼부토건(주),001470,2013.0,1,-0.37
103,삼부토건(주),001470,2014.0,1,-1.05
104,삼부토건(주),001470,2015.0,1,-0.67
105,삼부토건(주),001470,2016.0,1,-9.25
106,삼부토건(주),001470,2017.0,1,-9.69
107,삼부토건(주),001470,2018.0,0,-4.87
108,(주)동양,001520,2011.0,1,-0.13
109,(주)동양,001520,2012.0,1,0.34
110,(주)동양,001520,2013.0,1,-0.12
111,(주)동양,001520,2014.0,0,0.48
112,(주)조비,001550,2011.0,1,-2.7
113,(주)조비,001550,2012.0,0,-0.69
114,케이비아이동국실업(주),001620,2018.0,1,-1.68
115,(주)신화다이나믹스,001770,2017.0,0,-3.14
116,(주)알루코,001780,2012.0,0,0.39
117,디엘건설(주),001880,2011.0,1,-0.92
118,디엘건설(주),001880,2012.0,0,0.66
119,한국유리공업(주),002000,2013.0,0,-14.32
120,(주)코오롱,002020,2013.0,1,0.73
121,(주)코오롱,002020,2014.0,1,0.8
122,(주)코오롱,002020,2015.0,0,0.63
123,(주)비비안,002070,2013.0,1,-3.13
124,(주)비비안,002070,2014.0,1,-8.39
125,(주)비비안,002070,2015.0,1,-8.87
126,(주)비비안,002070,2016.0,1,-3.86
127,(주)비비안,002070,2017.0,1,-2.59
128,(주)비비안,002070,2018.0,1,-7.86
129,동성제약(주),002210,2014.0,1,-1.17
130,동성제약(주),002210,2015.0,1,0.84
131,동성제약(주),002210,2016.0,1,-1.64
132,동성제약(주),002210,2017.0,1,0.65
133,동성제약(주),002210,2018.0,1,-1.07
134,한일철강(주),002220,2011.0,1,0.87
135,한일철강(주),002220,2012.0,1,0.84
136,한일철강(주),002220,2013.0,1,0.53
137,한일철강(주),002220,2014.0,1,-0.55
138,한일철강(주),002220,2015.0,0,-1.82
139,(주)한진,002320,2017.0,1,0.35
140,(주)한진,002320,2018.0,1,0.77
141,범양건영(주),002410,2011.0,1,-7.85
142,범양건영(주),002410,2012.0,1,-4.02
143,범양건영(주),002410,2013.0,1,-2.27
144,범양건영(주),002410,2014.0,1,-21.67
145,범양건영(주),002410,2015.0,1,0.32
146,범양건영(주),002410,2016.0,0,0.67
147,세기상사(주),002420,2011.0,1,-0.54
148,세기상사(주),002420,2012.0,1,-0.44
149,세기상사(주),002420,2013.0,1,-1.97
150,세기상사(주),002420,2014.0,1,-1.9
151,세기상사(주),002420,2015.0,1,-2.05
152,세기상사(주),002420,2016.0,1,-1.7
153,세기상사(주),002420,2017.0,1,-0.9
154,세기상사(주),002420,2018.0,1,-0.91
155,화성산업(주),002460,2011.0,0,-9.78
156,(주)한탑,002680,2014.0,1,-1.01
157,(주)한탑,002680,2015.0,1,0.62
158,(주)한탑,002680,2016.0,1,0.98
159,(주)한탑,002680,2017.0,1,0.03
160,(주)한탑,002680,2018.0,1,0.01
161,신일전자(주),002700,2015.0,0,-8.05
162,(주)TCC스틸,002710,2013.0,1,-0.59
163,(주)TCC스틸,002710,2014.0,0,0.02
164,국제약품(주),002720,2013.0,1,0.75
165,국제약품(주),002720,2014.0,0,-1.03
166,진흥기업(주),002780,2011.0,1,-4.86
167,진흥기업(주),002780,2012.0,1,-0.68
168,진흥기업(주),002780,2013.0,0,-0.15
169,(주)선앤엘,002820,2018.0,1,-1.08
170,신풍,002870,2012.0,1,-7.91
171,신풍,002870,2013.0,1,-5.44
172,신풍,002870,2014.0,1,-29.21
173,신풍,002870,2015.0,0,-29.21
174,(주)대유에이텍,002880,2018.0,0,0.49
175,티와이엠(주),002900,2011.0,0,0.64
176,티와이엠(주),002900,2017.0,1,-0.19
177,티와이엠(주),002900,2018.0,0,-0.49
178,금호건설(주),002990,2011.0,1,0.72
179,금호건설(주),002990,2012.0,0,-1.6
180,(주)혜인,003010,2013.0,0,0.17
181,에이프로젠제약(주),003060,2012.0,1,-5.51
182,에이프로젠제약(주),003060,2013.0,1,-29.21
183,에이프로젠제약(주),003060,2014.0,1,-3.98
184,에이프로젠제약(주),003060,2015.0,1,-2.94
185,에이프로젠제약(주),003060,2016.0,1,-0.06
186,에이프로젠제약(주),003060,2017.0,1,-0.16
187,에이프로젠제약(주),003060,2018.0,1,-0.11
188,코오롱글로벌(주),003070,2013.0,1,0.31
189,코오롱글로벌(주),003070,2014.0,0,0.12
190,(주)디아이,003160,2012.0,0,0.33
191,흥아해운(주),003280,2017.0,1,-0.42
192,흥아해운(주),003280,2018.0,1,-1.16
193,(주)한국화장품제조,003350,2011.0,1,-21.97
194,(주)한국화장품제조,003350,2012.0,1,-3.77
195,(주)한국화장품제조,003350,2013.0,0,-0.4
196,쌍용씨앤이(주),003410,2011.0,0,0.7
197,(주)한진중공업홀딩스,003480,2013.0,1,-3.5
198,(주)한진중공업홀딩스,003480,2014.0,1,-1.8
199,(주)한진중공업홀딩스,003480,2015.0,1,-1.24
200,(주)한진중공업홀딩스,003480,2016.0,1,-21.85
201,(주)한진중공업홀딩스,003480,2017.0,1,-1.21
202,(주)한진중공업홀딩스,003480,2018.0,1,0.51
203,(주)대한항공,003490,2012.0,1,0.55
204,(주)대한항공,003490,2013.0,1,-0.04
205,(주)대한항공,003490,2014.0,0,0.86
206,(주)아이에이치큐,003560,2011.0,0,-1.27
207,(주)아이에이치큐,003560,2014.0,0,-3.99
208,SNT중공업(주),003570,2017.0,0,-29.21
209,에이치엘비글로벌(주),003580,2011.0,1,-5.94
210,에이치엘비글로벌(주),003580,2012.0,1,-2.53
211,에이치엘비글로벌(주),003580,2013.0,1,-2.3
212,에이치엘비글로벌(주),003580,2014.0,0,-0.13
213,에이치엘비글로벌(주),003580,2018.0,1,-1.43
214,쌍용자동차(주),003620,2011.0,1,-15.13
215,쌍용자동차(주),003620,2012.0,1,-11.12
216,쌍용자동차(주),003620,2013.0,1,-1.02
217,쌍용자동차(주),003620,2014.0,1,-29.21
218,쌍용자동차(주),003620,2015.0,0,-27.13
219,쌍용자동차(주),003620,2018.0,1,-29.21
220,삼영화학공업(주),003720,2014.0,1,-12.1
221,삼영화학공업(주),003720,2015.0,1,-10.63
222,삼영화학공업(주),003720,2016.0,1,-6.05
223,삼영화학공업(주),003720,2017.0,1,-11.76
224,삼영화학공업(주),003720,2018.0,1,-6.26
225,대한화섬(주),003830,2013.0,1,-3.72
226,대한화섬(주),003830,2014.0,1,-13.69
227,대한화섬(주),003830,2015.0,1,-7.93
228,대한화섬(주),003830,2016.0,0,-1.31
229,남양유업(주),003920,2014.0,0,-29.21
230,롯데정밀화학(주),004000,2014.0,1,-1.34
231,롯데정밀화학(주),004000,2015.0,0,0.19
232,(주)에스지세계물산,004060,2013.0,1,-5.63
233,(주)에스지세계물산,004060,2014.0,0,-14.52
234,(주)동방,004140,2014.0,0,-0.03
235,(주)남성,004270,2012.0,1,-0.01
236,(주)남성,004270,2013.0,1,0.39
237,(주)남성,004270,2014.0,1,0.41
238,(주)남성,004270,2015.0,0,0.65
239,서울식품공업(주),004410,2011.0,0,-0.59
240,깨끗한나라(주),004540,2018.0,1,-3.58
241,한솔테크닉스(주),004710,2012.0,1,-3.12
242,한솔테크닉스(주),004710,2013.0,1,-0.77
243,한솔테크닉스(주),004710,2014.0,0,0.81
244,팜젠사이언스(주),004720,2012.0,1,-5.58
245,팜젠사이언스(주),004720,2013.0,1,-8.94
246,팜젠사이언스(주),004720,2014.0,0,-4.2
247,(주)보루네오가구,004740,2012.0,1,-5.56
248,(주)보루네오가구,004740,2013.0,1,-5.22
249,(주)보루네오가구,004740,2014.0,1,-9.61
250,써니전자(주),004770,2011.0,1,-5.8
251,써니전자(주),004770,2012.0,1,-6.05
252,써니전자(주),004770,2013.0,1,-5.81
253,써니전자(주),004770,2014.0,0,-0.54
254,(주)티웨이홀딩스,004870,2011.0,1,-1.95
255,(주)티웨이홀딩스,004870,2012.0,0,-4.47
256,(주)씨아이테크,004920,2011.0,1,-29.21
257,(주)씨아이테크,004920,2012.0,1,-29.21
258,(주)씨아이테크,004920,2013.0,1,-5.7
259,(주)씨아이테크,004920,2014.0,0,-3.74
260,(주)씨아이테크,004920,2017.0,1,-5.71
261,(주)씨아이테크,004920,2018.0,1,-3.53
262,한신공영(주),004960,2011.0,1,0.73
263,한신공영(주),004960,2012.0,0,0.92
264,성신양회(주),004980,2011.0,1,0.15
265,성신양회(주),004980,2012.0,0,0.34
266,부산주공(주),005030,2013.0,0,-0.03
267,부산주공(주),005030,2016.0,1,-1.53
268,부산주공(주),005030,2017.0,1,-0.34
269,부산주공(주),005030,2018.0,1,-0.8
270,코스모신소재(주),005070,2012.0,1,-1.95
271,코스모신소재(주),005070,2013.0,1,-29.21
272,코스모신소재(주),005070,2014.0,1,-1.49
273,코스모신소재(주),005070,2015.0,1,-0.93
274,코스모신소재(주),005070,2016.0,0,0.74
275,에스지씨에너지(주),005090,2017.0,1,-1.29
276,(주)한창,005110,2011.0,0,-2.77
277,코스모화학(주),005420,2013.0,1,-0.8
278,코스모화학(주),005420,2014.0,1,-1.73
279,코스모화학(주),005420,2015.0,1,-1.93
280,코스모화학(주),005420,2016.0,0,-0.79
281,(주)신한,005450,2012.0,1,-1.9
282,(주)신한,005450,2013.0,0,-1.3
283,(주)신한,005450,2016.0,0,-3.1
284,(주)대성합동지주,005620,2012.0,1,0.21
285,(주)대성합동지주,005620,2013.0,1,-0.94
286,(주)대성합동지주,005620,2014.0,1,-0.13
287,파미셀(주),005690,2011.0,1,-9.14
288,파미셀(주),005690,2012.0,1,-7.3
289,파미셀(주),005690,2013.0,1,-3.9
290,파미셀(주),005690,2014.0,1,-9.23
291,파미셀(주),005690,2015.0,1,-12.41
292,파미셀(주),005690,2016.0,1,-10.05
293,파미셀(주),005690,2017.0,0,-29.21
294,대림비앤코(주),005750,2011.0,1,0.62
295,대림비앤코(주),005750,2012.0,1,-1.23
296,대림비앤코(주),005750,2013.0,0,0.42
297,한일사료(주),005860,2018.0,0,0.67
298,(주)휴니드테크놀러지스,005870,2011.0,1,0.06
299,(주)휴니드테크놀러지스,005870,2012.0,1,-1.46
300,(주)휴니드테크놀러지스,005870,2013.0,1,0.09
301,(주)휴니드테크놀러지스,005870,2014.0,0,0.17
302,대한해운(주),005880,2011.0,1,-1.85
303,대한해운(주),005880,2012.0,0,-0.84
304,(주)이수화학,005950,2014.0,1,-0.99
305,(주)이수화학,005950,2015.0,0,0.0
306,동부건설(주),005960,2011.0,1,-1.3
307,동부건설(주),005960,2012.0,1,0.66
308,동부건설(주),005960,2013.0,1,-1.0
309,동부건설(주),005960,2014.0,1,-3.53
310,동부건설(주),005960,2015.0,0,-1.9
311,(주)국영지앤엠,006050,2012.0,0,-4.57
312,(주)사조오양,006090,2014.0,0,-1.68
313,삼아알미늄(주),006110,2014.0,1,0.1
314,삼아알미늄(주),006110,2015.0,0,-0.79
315,(주)한국전자홀딩스,006200,2011.0,1,-0.35
316,(주)한국전자홀딩스,006200,2012.0,1,-11.91
317,(주)한국전자홀딩스,006200,2013.0,1,-1.78
318,(주)한국전자홀딩스,006200,2014.0,1,-0.24
319,(주)한국전자홀딩스,006200,2015.0,1,-2.26
320,(주)한국전자홀딩스,006200,2016.0,0,-7.73
321,지에스건설(주),006360,2014.0,0,0.44
322,(주)카프로,006380,2013.0,1,-18.79
323,(주)카프로,006380,2014.0,1,-15.05
324,(주)카프로,006380,2015.0,1,-7.89
325,(주)카프로,006380,2016.0,0,-3.1
326,한일현대시멘트(주),006390,2011.0,1,0.28
327,한일현대시멘트(주),006390,2012.0,0,0.0
328,삼성SDI(주),006400,2016.0,0,-26.36
329,(주)인스코비,006490,2011.0,1,-29.21
330,(주)인스코비,006490,2012.0,1,-29.21
331,(주)인스코비,006490,2013.0,1,-29.21
332,(주)인스코비,006490,2014.0,1,-29.21
333,(주)인스코비,006490,2015.0,1,-4.39
334,(주)인스코비,006490,2016.0,1,-1.74
335,(주)인스코비,006490,2017.0,0,-1.45
336,대림통상(주),006570,2012.0,1,-0.1
337,대림통상(주),006570,2013.0,1,0.23
338,대림통상(주),006570,2014.0,1,0.61
339,대림통상(주),006570,2015.0,0,-0.61
340,대림통상(주),006570,2018.0,1,-0.43
341,(주)서부티엔디,006730,2011.0,1,0.88
342,(주)서부티엔디,006730,2012.0,1,0.7
343,(주)서부티엔디,006730,2013.0,0,0.9
344,(주)서부티엔디,006730,2018.0,1,0.0
345,신송홀딩스(주),006880,2017.0,1,-0.92
346,신송홀딩스(주),006880,2018.0,1,-2.43
347,보성파워텍(주),006910,2014.0,0,-2.57
348,보성파워텍(주),006910,2017.0,1,-23.59
349,보성파워텍(주),006910,2018.0,1,-1.39
350,(주)우성,006980,2018.0,1,-2.18
351,(주)일신석재,007110,2015.0,1,-5.83
352,(주)일신석재,007110,2016.0,0,-6.6
353,(주)미래아이앤지,007120,2014.0,1,-8.49
354,(주)미래아이앤지,007120,2015.0,1,-3.16
355,(주)미래아이앤지,007120,2016.0,1,-29.21
356,(주)미래아이앤지,007120,2017.0,1,-29.21
357,(주)미래아이앤지,007120,2018.0,0,-29.21
358,한솔아트원제지(주),007190,2012.0,1,0.56
359,한솔아트원제지(주),007190,2013.0,1,0.79
360,(주)한국특강,007280,2013.0,1,0.0
361,(주)한국특강,007280,2014.0,1,0.11
362,(주)한국특강,007280,2015.0,1,-1.2
363,(주)한국특강,007280,2016.0,1,-0.76
364,(주)한국특강,007280,2017.0,1,0.87
365,(주)한국특강,007280,2018.0,1,0.46
366,진양제약(주),007370,2016.0,1,-29.21
367,진양제약(주),007370,2017.0,0,-12.35
368,(주)네이처셀,007390,2012.0,0,-0.67
369,(주)네이처셀,007390,2015.0,1,-2.61
370,(주)네이처셀,007390,2016.0,1,-7.91
371,(주)네이처셀,007390,2017.0,0,-0.81
372,(주)에이프로젠,007460,2011.0,0,-1.35
373,영신금속공업(주),007530,2017.0,0,-2.79
374,(주)폴루스바이오팜,007630,2012.0,1,0.99
375,(주)폴루스바이오팜,007630,2013.0,0,-3.62
376,(주)폴루스바이오팜,007630,2016.0,1,-4.42
377,(주)폴루스바이오팜,007630,2017.0,1,-4.94
378,(주)폴루스바이오팜,007630,2018.0,1,-0.44
379,(주)이수페타시스,007660,2018.0,1,0.82
380,(주)대명소노시즌,007720,2012.0,0,-12.1
381,(주)대명소노시즌,007720,2016.0,0,0.23
382,(주)서연,007860,2018.0,0,0.2
383,사조동아원(주),008040,2012.0,1,0.35
384,사조동아원(주),008040,2013.0,1,0.15
385,사조동아원(주),008040,2014.0,1,-0.85
386,사조동아원(주),008040,2015.0,0,0.11
387,이건산업(주),008250,2011.0,0,0.88
388,(주)남선알미늄,008350,2012.0,0,-0.73
389,일정실업(주),008500,2018.0,1,-29.21
390,아남전자(주),008700,2012.0,1,-0.49
391,아남전자(주),008700,2013.0,1,0.39
392,아남전자(주),008700,2014.0,1,-1.32
393,아남전자(주),008700,2015.0,0,-6.45
394,(주)행남사,008800,2012.0,0,-1.57
395,(주)행남사,008800,2015.0,1,0.24
396,(주)행남사,008800,2016.0,1,-3.52
397,(주)행남사,008800,2017.0,1,-5.24
398,(주)행남사,008800,2018.0,1,-3.59
399,대동기어(주),008830,2013.0,1,0.28
400,대동기어(주),008830,2014.0,1,0.15
401,대동기어(주),008830,2015.0,1,0.16
402,대동기어(주),008830,2016.0,0,-1.49
403,(주)티이씨앤코,008900,2012.0,1,-5.88
404,(주)티이씨앤코,008900,2013.0,0,-1.04
405,동양철관(주),008970,2014.0,0,-3.4
406,동양철관(주),008970,2017.0,1,-3.32
407,동양철관(주),008970,2018.0,0,-2.35
408,(주)대양금속,009190,2011.0,1,-1.84
409,(주)대양금속,009190,2012.0,1,-2.2
410,(주)대양금속,009190,2013.0,1,-0.66
411,(주)대양금속,009190,2014.0,1,-1.83
412,(주)대양금속,009190,2015.0,0,-0.99
413,(주)신원,009270,2012.0,0,0.08
414,(주)신원,009270,2018.0,0,0.23
415,대우전자부품(주),009320,2011.0,1,-3.3
416,대우전자부품(주),009320,2012.0,1,-2.98
417,대우전자부품(주),009320,2013.0,0,-1.64
418,한올바이오파마(주),009420,2012.0,1,-1.29
419,한올바이오파마(주),009420,2013.0,1,-9.45
420,한올바이오파마(주),009420,2014.0,1,0.82
421,한올바이오파마(주),009420,2015.0,0,-6.29
422,삼화전기(주),009470,2012.0,0,0.64
423,(주)포스코엠텍,009520,2014.0,0,-3.21
424,한국조선해양(주),009540,2015.0,0,-7.25
425,한국조선해양(주),009540,2018.0,0,-3.77
426,삼보산업(주),009620,2014.0,0,0.32
427,삼보산업(주),009620,2017.0,1,-0.57
428,삼보산업(주),009620,2018.0,1,0.5
429,(주)코센,009730,2012.0,0,-2.47
430,(주)코센,009730,2017.0,1,0.77
431,(주)코센,009730,2018.0,1,-0.25
432,(주)플레이그램,009810,2013.0,1,-29.21
433,(주)플레이그램,009810,2014.0,1,-29.21
434,(주)플레이그램,009810,2015.0,1,-2.42
435,(주)플레이그램,009810,2016.0,1,-12.83
436,(주)플레이그램,009810,2017.0,1,-4.17
437,(주)플레이그램,009810,2018.0,1,-4.49
438,한화솔루션(주),009830,2013.0,1,0.44
439,한화솔루션(주),009830,2014.0,0,0.66
440,OCI(주),010060,2014.0,1,0.48
441,OCI(주),010060,2015.0,0,-1.95
442,한국프랜지공업(주),010100,2018.0,0,0.24
443,삼성중공업(주),010140,2016.0,1,-2.14
444,삼성중공업(주),010140,2017.0,1,-10.11
445,삼성중공업(주),010140,2018.0,1,-3.34
446,대한광통신(주),010170,2014.0,1,0.21
447,대한광통신(주),010170,2015.0,1,-1.01
448,대한광통신(주),010170,2016.0,0,-0.46
449,쌍용정보통신(주),010280,2015.0,1,-29.21
450,쌍용정보통신(주),010280,2016.0,1,-6.1
451,쌍용정보통신(주),010280,2017.0,0,-29.21
452,(주)에스엠벡셀,010580,2011.0,1,-0.11
453,(주)에스엠벡셀,010580,2012.0,1,-4.4
454,(주)에스엠벡셀,010580,2013.0,1,-1.72
455,(주)에스엠벡셀,010580,2014.0,1,-0.54
456,(주)에스엠벡셀,010580,2015.0,1,0.06
457,(주)에스엠벡셀,010580,2016.0,1,-3.07
458,(주)에스엠벡셀,010580,2017.0,0,-1.54
459,웰바이오텍(주),010600,2017.0,1,-8.77
460,웰바이오텍(주),010600,2018.0,1,-2.72
461,(주)현대미포조선,010620,2014.0,0,-29.21
462,진양폴리우레탄(주),010640,2017.0,0,-7.26
463,(주)화신,010690,2018.0,1,-1.28
464,평화홀딩스(주),010770,2012.0,1,0.53
465,평화홀딩스(주),010770,2013.0,1,0.55
466,평화홀딩스(주),010770,2014.0,1,0.27
467,평화홀딩스(주),010770,2015.0,0,0.45
468,평화홀딩스(주),010770,2018.0,1,-2.01
469,퍼스텍(주),010820,2017.0,1,0.69
470,퍼스텍(주),010820,2018.0,1,-24.34
471,진원생명과학(주),011000,2011.0,1,-21.59
472,진원생명과학(주),011000,2012.0,1,-7.16
473,진원생명과학(주),011000,2013.0,1,-7.69
474,진원생명과학(주),011000,2014.0,1,-29.21
475,진원생명과학(주),011000,2015.0,1,-29.21
476,진원생명과학(주),011000,2016.0,1,-11.3
477,진원생명과학(주),011000,2017.0,1,-13.49
478,진원생명과학(주),011000,2018.0,1,-8.09
479,LG이노텍(주),011070,2012.0,0,0.71
480,(주)형지아이앤씨,011080,2011.0,1,-10.34
481,(주)형지아이앤씨,011080,2012.0,0,-17.89
482,(주)형지아이앤씨,011080,2016.0,1,-0.51
483,(주)형지아이앤씨,011080,2017.0,1,-5.44
484,(주)형지아이앤씨,011080,2018.0,1,-0.51
485,두산건설(주),011160,2012.0,1,-2.12
486,두산건설(주),011160,2013.0,1,0.33
487,두산건설(주),011160,2014.0,1,0.97
488,두산건설(주),011160,2015.0,1,-1.05
489,두산건설(주),011160,2016.0,1,0.13
490,두산건설(주),011160,2017.0,1,0.69
491,에이치엠엠(주),011200,2012.0,1,-1.56
492,에이치엠엠(주),011200,2013.0,1,-1.07
493,에이치엠엠(주),011200,2014.0,1,-0.82
494,에이치엠엠(주),011200,2015.0,1,-0.95
495,에이치엠엠(주),011200,2016.0,1,-4.31
496,에이치엠엠(주),011200,2017.0,1,-2.45
497,에이치엠엠(주),011200,2018.0,1,-3.32
498,현대위아(주),011210,2018.0,0,0.08
499,삼화전자공업(주),011230,2011.0,1,-2.25
500,삼화전자공업(주),011230,2012.0,1,-1.84
501,삼화전자공업(주),011230,2013.0,1,-0.27
502,삼화전자공업(주),011230,2014.0,1,-1.0
503,삼화전자공업(주),011230,2015.0,1,-3.75
504,삼화전자공업(주),011230,2016.0,1,-0.03
505,삼화전자공업(주),011230,2017.0,1,-0.82
506,삼화전자공업(주),011230,2018.0,1,-3.08
507,(주)성안,011300,2013.0,1,0.46
508,(주)성안,011300,2014.0,1,0.0
509,(주)성안,011300,2015.0,1,-0.06
510,(주)성안,011300,2016.0,1,-1.72
511,(주)성안,011300,2017.0,1,-1.19
512,(주)성안,011300,2018.0,1,-2.25
513,부산산업(주),011390,2011.0,1,0.99
514,부산산업(주),011390,2012.0,0,-0.71
515,(주)갤럭시아에스엠,011420,2017.0,1,-29.21
516,(주)갤럭시아에스엠,011420,2018.0,1,-29.21
517,(주)와이투솔루션,011690,2012.0,1,0.47
518,(주)와이투솔루션,011690,2013.0,0,-0.17
519,(주)와이투솔루션,011690,2017.0,1,-1.04
520,(주)와이투솔루션,011690,2018.0,1,-2.58
521,현대페인트(주),011720,2012.0,1,-2.61
522,현대페인트(주),011720,2013.0,1,-3.42
523,(주)STX,011810,2013.0,1,-10.71
524,(주)STX,011810,2014.0,1,0.76
525,(주)STX,011810,2015.0,1,-0.84
526,(주)STX,011810,2016.0,0,-0.91
527,(주)신성이엔지,011930,2012.0,1,-3.08
528,(주)신성이엔지,011930,2013.0,1,-1.04
529,(주)신성이엔지,011930,2014.0,1,-0.28
530,(주)신성이엔지,011930,2015.0,1,0.78
531,(주)신성이엔지,011930,2016.0,1,-1.15
532,(주)신성이엔지,011930,2017.0,1,-0.52
533,(주)신성이엔지,011930,2018.0,1,-0.36
534,(주)디비아이엔씨,012030,2011.0,0,0.7
535,(주)영흥,012160,2017.0,1,0.56
536,(주)영흥,012160,2018.0,0,-0.71
537,(주)아센디오,012170,2013.0,1,-4.15
538,(주)아센디오,012170,2014.0,1,-3.38
539,(주)아센디오,012170,2015.0,1,-1.05
540,(주)아센디오,012170,2016.0,1,-3.15
541,(주)아센디오,012170,2017.0,1,-1.15
542,(주)아센디오,012170,2018.0,1,-3.29
543,(주)뉴인텍,012340,2012.0,1,-3.18
544,(주)뉴인텍,012340,2013.0,1,-1.14
545,(주)뉴인텍,012340,2014.0,1,-3.15
546,(주)뉴인텍,012340,2015.0,1,-0.66
547,(주)뉴인텍,012340,2016.0,1,-9.04
