,회사명,거래소코드,회계년도,한계기업여부,이자보상배율(이자비용)
1719,지나인제약(주),078650,2016.0,1,-2.76
1720,지나인제약(주),078650,2017.0,0,-3.85
1721,(주)아이디에스,078780,2012.0,1,-2.65
1722,(주)아이디에스,078780,2013.0,1,-4.19
1723,(주)아이오케이컴퍼니,078860,2014.0,0,-29.21
1724,(주)아이오케이컴퍼니,078860,2017.0,1,-0.45
1725,(주)아이오케이컴퍼니,078860,2018.0,1,-1.13
1726,코드네이처(주),078940,2011.0,1,-0.22
1727,코드네이처(주),078940,2012.0,1,0.18
1728,코드네이처(주),078940,2013.0,1,-0.77
1729,코드네이처(주),078940,2014.0,1,0.35
1730,코드네이처(주),078940,2015.0,1,-0.13
1731,코드네이처(주),078940,2016.0,1,-1.5
1732,코드네이처(주),078940,2017.0,1,-3.12
1733,코드네이처(주),078940,2018.0,0,-1.24
1734,(주)케스피온,079190,2011.0,1,-6.4
1735,(주)케스피온,079190,2012.0,0,-4.6
1736,(주)케스피온,079190,2015.0,0,-1.36
1737,(주)사조해표,079660,2013.0,0,-2.64
1738,(주)디이엔티,079810,2014.0,0,-29.21
1739,인베니아(주),079950,2012.0,0,-10.2
1740,(주)투비소프트,079970,2018.0,1,-4.83
1741,에스엔유프리시젼(주),080000,2012.0,0,-6.54
1742,(주)제주반도체,080220,2013.0,1,-29.21
1743,(주)제주반도체,080220,2014.0,0,-28.65
1744,(주)에스제이케이,080440,2012.0,1,-2.73
1745,(주)에스제이케이,080440,2013.0,1,-3.51
1746,(주)에스제이케이,080440,2014.0,1,-3.45
1747,(주)에스제이케이,080440,2015.0,1,-2.83
1748,(주)에스제이케이,080440,2016.0,1,-4.5
1749,(주)에스제이케이,080440,2017.0,1,-4.81
1750,(주)코디,080530,2013.0,1,0.6
1751,(주)코디,080530,2014.0,1,0.84
1752,(주)코디,080530,2015.0,1,-3.43
1753,(주)코디,080530,2016.0,1,-5.43
1754,(주)코디,080530,2017.0,1,-3.16
1755,(주)코디,080530,2018.0,1,-2.8
1756,(주)오킨스전자,080580,2016.0,1,-12.63
1757,(주)오킨스전자,080580,2017.0,0,0.07
1758,(주)옵트론텍,082210,2015.0,0,0.38
1759,(주)젬백스&카엘,082270,2011.0,1,-29.21
1760,(주)젬백스&카엘,082270,2012.0,1,-29.21
1761,(주)젬백스&카엘,082270,2013.0,1,-1.55
1762,(주)젬백스&카엘,082270,2014.0,1,-1.3
1763,(주)젬백스&카엘,082270,2015.0,1,-0.67
1764,(주)젬백스&카엘,082270,2016.0,1,-2.92
1765,(주)젬백스&카엘,082270,2017.0,1,-0.27
1766,(주)젬백스&카엘,082270,2018.0,1,-0.1
1767,(주)피엘에이,082390,2013.0,1,-6.54
1768,(주)코스나인,082660,2011.0,0,-9.06
1769,(주)코스나인,082660,2017.0,1,-5.44
1770,(주)코스나인,082660,2018.0,1,-4.62
1771,에이치에스디엔진(주),082740,2014.0,1,-2.93
1772,에이치에스디엔진(주),082740,2015.0,1,-4.83
1773,에이치에스디엔진(주),082740,2016.0,1,0.29
1774,에이치에스디엔진(주),082740,2017.0,1,0.81
1775,에이치에스디엔진(주),082740,2018.0,1,-2.07
1776,(주)비보존제약,082800,2015.0,1,-16.26
1777,(주)비보존제약,082800,2016.0,1,0.79
1778,(주)비보존제약,082800,2017.0,1,-7.38
1779,(주)비보존제약,082800,2018.0,1,-7.54
1780,우리바이오(주),082850,2017.0,1,-0.48
1781,우리바이오(주),082850,2018.0,0,-1.37
1782,(주)이엠앤아이,083470,2011.0,0,0.11
1783,(주)이엠앤아이,083470,2017.0,1,-1.35
1784,(주)이엠앤아이,083470,2018.0,1,-8.0
1785,비에이치아이(주),083650,2015.0,0,-4.55
1786,(주)씨에스에이코스믹,083660,2011.0,1,-2.27
1787,(주)씨에스에이코스믹,083660,2012.0,1,-2.21
1788,(주)씨에스에이코스믹,083660,2013.0,1,-1.58
1789,(주)씨에스에이코스믹,083660,2014.0,0,-1.44
1790,(주)씨에스에이코스믹,083660,2017.0,1,-29.21
1791,(주)씨에스에이코스믹,083660,2018.0,1,0.15
1792,크리스탈지노믹스(주),083790,2011.0,1,-20.73
1793,크리스탈지노믹스(주),083790,2012.0,1,-2.84
1794,크리스탈지노믹스(주),083790,2013.0,1,-1.56
1795,크리스탈지노믹스(주),083790,2014.0,1,-1.49
1796,크리스탈지노믹스(주),083790,2015.0,1,-1.08
1797,크리스탈지노믹스(주),083790,2016.0,1,-2.27
1798,크리스탈지노믹스(주),083790,2017.0,0,-5.44
1799,(주)이브이수성,084180,2018.0,1,-1.28
1800,(주)랩지노믹스,084650,2018.0,0,-5.37
1801,(주)이월드,084680,2011.0,1,-0.26
1802,(주)이월드,084680,2012.0,1,-0.46
1803,(주)이월드,084680,2013.0,1,-0.81
1804,(주)이월드,084680,2014.0,1,-0.95
1805,(주)이월드,084680,2015.0,0,0.17
1806,(주)헬릭스미스,084990,2011.0,1,-3.14
1807,(주)헬릭스미스,084990,2012.0,0,-11.97
1808,(주)헬릭스미스,084990,2017.0,1,-29.21
1809,(주)헬릭스미스,084990,2018.0,1,-21.08
1810,(주)엔케이,085310,2013.0,0,-2.19
1811,(주)엔케이,085310,2016.0,1,-7.18
1812,(주)엔케이,085310,2017.0,1,-2.96
1813,(주)엔케이,085310,2018.0,1,-8.21
1814,(주)루트로닉,085370,2012.0,0,0.05
1815,(주)루트로닉,085370,2018.0,1,-9.23
1816,(주)뉴프렉스,085670,2016.0,0,0.53
1817,(주)바이오톡스텍,086040,2013.0,1,-4.06
1818,(주)바이오톡스텍,086040,2014.0,1,-8.78
1819,(주)바이오톡스텍,086040,2015.0,0,-7.32
1820,(주)화신테크,086250,2015.0,1,-9.58
1821,(주)화신테크,086250,2016.0,1,-9.96
1822,(주)신양오라컴디스플레이,086830,2014.0,1,-2.46
1823,(주)이수앱지스,086890,2011.0,1,-29.21
1824,(주)이수앱지스,086890,2012.0,1,-6.49
1825,(주)이수앱지스,086890,2013.0,1,-2.78
1826,(주)이수앱지스,086890,2014.0,1,-2.13
1827,(주)이수앱지스,086890,2015.0,1,-2.28
1828,(주)이수앱지스,086890,2016.0,1,-3.31
1829,(주)이수앱지스,086890,2017.0,1,-11.38
1830,(주)이수앱지스,086890,2018.0,1,-24.54
1831,(주)쇼박스,086980,2011.0,0,-29.21
1832,(주)펩트론,087010,2016.0,1,-29.21
1833,(주)펩트론,087010,2017.0,1,-29.21
1834,(주)펩트론,087010,2018.0,1,-29.21
1835,(주)스틸플라워,087220,2014.0,1,-2.59
1836,(주)스틸플라워,087220,2015.0,1,-2.54
1837,(주)픽셀플러스,087600,2017.0,1,-29.21
1838,(주)픽셀플러스,087600,2018.0,1,-29.21
1839,(주)이엠네트웍스,087730,2017.0,1,-16.21
1840,(주)이엠네트웍스,087730,2018.0,1,-1.27
1841,이원컴포텍(주),088290,2013.0,1,-29.21
1842,이원컴포텍(주),088290,2014.0,1,-3.73
1843,이원컴포텍(주),088290,2015.0,1,-5.77
1844,이원컴포텍(주),088290,2016.0,1,-13.73
1845,이원컴포텍(주),088290,2017.0,0,-7.33
1846,(주)에이스테크놀로지,088800,2017.0,0,-1.45
1847,(주)켐트로닉스,089010,2015.0,1,-1.12
1848,(주)켐트로닉스,089010,2016.0,1,0.16
1849,(주)켐트로닉스,089010,2017.0,0,-2.65
1850,더이앤엠(주),089230,2011.0,1,-2.1
1851,더이앤엠(주),089230,2012.0,1,0.42
1852,더이앤엠(주),089230,2013.0,1,-2.44
1853,더이앤엠(주),089230,2014.0,1,-6.58
1854,더이앤엠(주),089230,2015.0,0,-2.8
1855,(주)에이티세미콘,089530,2016.0,0,-1.9
1856,(주)제이티,089790,2016.0,1,-10.94
1857,(주)제이티,089790,2017.0,0,0.53
1858,유비벨록스(주),089850,2015.0,0,-1.24
1859,유비벨록스(주),089850,2018.0,0,0.68
1860,(주)코세스,089890,2014.0,1,-4.59
1861,(주)코세스,089890,2015.0,1,-0.18
1862,(주)코세스,089890,2016.0,0,-4.29
1863,평화산업(주),090080,2011.0,0,-0.24
1864,평화산업(주),090080,2014.0,1,-0.2
1865,평화산업(주),090080,2015.0,1,0.2
1866,평화산업(주),090080,2016.0,1,0.17
1867,평화산업(주),090080,2017.0,1,-3.08
1868,평화산업(주),090080,2018.0,1,-4.32
1869,잘만테크(주),090120,2012.0,0,0.78
1870,(주)아이윈,090150,2018.0,0,-2.38
1871,(주)메타랩스,090370,2013.0,1,0.92
1872,(주)메타랩스,090370,2014.0,1,0.68
1873,(주)메타랩스,090370,2015.0,1,-7.42
1874,(주)메타랩스,090370,2016.0,1,-6.86
1875,(주)메타랩스,090370,2017.0,1,-5.53
1876,(주)메타랩스,090370,2018.0,1,-4.89
1877,휴림로봇(주),090710,2013.0,1,-3.0
1878,휴림로봇(주),090710,2014.0,0,-6.51
1879,세원이앤씨(주),091090,2012.0,1,0.9
1880,세원이앤씨(주),091090,2013.0,1,-1.44
1881,세원이앤씨(주),091090,2014.0,1,-1.62
1882,세원이앤씨(주),091090,2015.0,1,0.11
1883,세원이앤씨(주),091090,2016.0,1,-0.02
1884,세원이앤씨(주),091090,2017.0,1,0.7
1885,세원이앤씨(주),091090,2018.0,1,-1.86
1886,에스엔케이폴리텍(주),091340,2013.0,0,-4.75
1887,상신이디피(주),091580,2016.0,0,-0.24
1888,나노캠텍(주),091970,2016.0,1,-7.34
1889,나노캠텍(주),091970,2017.0,0,-6.81
1890,(주)디엔에프,092070,2013.0,0,-3.18
1891,(주)케이이씨,092220,2011.0,1,-1.92
1892,(주)케이이씨,092220,2012.0,1,-1.64
1893,(주)케이이씨,092220,2013.0,1,-0.66
1894,(주)케이이씨,092220,2014.0,1,0.42
1895,(주)케이이씨,092220,2015.0,1,0.9
1896,(주)케이이씨,092220,2016.0,0,0.76
1897,현우산업(주),092300,2013.0,1,-1.29
1898,현우산업(주),092300,2014.0,0,-2.26
1899,한라아이엠에스(주),092460,2018.0,0,-0.8
1900,(주)앤씨앤,092600,2013.0,1,-29.21
1901,(주)앤씨앤,092600,2014.0,0,-29.21
1902,(주)앤씨앤,092600,2017.0,1,-29.21
1903,(주)앤씨앤,092600,2018.0,1,-29.21
1904,(주)이아이디,093230,2011.0,1,-26.29
1905,(주)이아이디,093230,2012.0,1,-17.54
1906,(주)이아이디,093230,2013.0,1,-2.66
1907,(주)이아이디,093230,2014.0,1,-2.54
1908,(주)이아이디,093230,2015.0,1,-4.36
1909,(주)이아이디,093230,2016.0,1,-2.15
1910,(주)이아이디,093230,2017.0,1,-2.22
1911,(주)이아이디,093230,2018.0,1,-0.97
1912,(주)후성,093370,2013.0,1,-3.28
1913,(주)후성,093370,2014.0,0,-1.91
1914,다믈멀티미디어(주),093640,2018.0,0,-29.21
1915,(주)동운아나텍,094170,2018.0,1,-10.17
1916,이엘케이(주),094190,2013.0,0,-5.27
1917,이엘케이(주),094190,2016.0,1,-8.67
1918,이엘케이(주),094190,2017.0,1,-0.4
1919,갤럭시아머니트리(주),094480,2011.0,1,-7.26
1920,갤럭시아머니트리(주),094480,2012.0,1,-0.79
1921,갤럭시아머니트리(주),094480,2013.0,1,-0.48
1922,갤럭시아머니트리(주),094480,2014.0,0,0.47
1923,(주)네오리진,094860,2014.0,1,-8.5
1924,(주)네오리진,094860,2015.0,0,-19.24
1925,(주)푸른기술,094940,2015.0,0,-17.72
1926,이엠코리아(주),095190,2017.0,1,-0.08
1927,이엠코리아(주),095190,2018.0,1,-0.55
1928,(주)웨이브일렉트로닉스,095270,2012.0,1,-10.79
1929,(주)웨이브일렉트로닉스,095270,2013.0,1,-16.16
1930,(주)웨이브일렉트로닉스,095270,2014.0,1,-2.14
1931,(주)웨이브일렉트로닉스,095270,2015.0,1,-8.19
1932,(주)웨이브일렉트로닉스,095270,2016.0,0,-4.63
1933,(주)엔에스브이,095300,2014.0,1,-1.76
1934,미래나노텍(주),095500,2014.0,1,-7.79
1935,미래나노텍(주),095500,2015.0,0,-0.4
1936,(주)제넥신,095700,2011.0,1,-28.26
1937,(주)제넥신,095700,2012.0,1,-3.54
1938,(주)제넥신,095700,2013.0,1,-3.62
1939,(주)제넥신,095700,2014.0,0,-5.05
1940,(주)제넥신,095700,2017.0,1,-24.27
1941,(주)제넥신,095700,2018.0,1,-14.27
1942,이트론(주),096040,2011.0,1,-29.21
1943,이트론(주),096040,2012.0,0,-29.21
1944,이트론(주),096040,2015.0,1,-17.18
1945,이트론(주),096040,2016.0,0,-28.18
1946,(주)대창솔루션,096350,2013.0,1,-1.23
1947,(주)대창솔루션,096350,2014.0,1,-2.46
1948,(주)대창솔루션,096350,2015.0,1,-0.05
1949,(주)대창솔루션,096350,2016.0,1,-2.1
1950,(주)대창솔루션,096350,2017.0,1,-2.64
1951,(주)대창솔루션,096350,2018.0,1,-2.2
1952,(주)알에프세미,096610,2018.0,1,0.52
1953,(주)멜파스,096640,2014.0,1,-6.56
1954,(주)멜파스,096640,2015.0,1,-4.57
1955,(주)멜파스,096640,2016.0,1,0.48
1956,(주)멜파스,096640,2017.0,1,-16.5
1957,(주)멜파스,096640,2018.0,1,-5.44
1958,(주)에이루트,096690,2017.0,1,-2.33
1959,(주)에이루트,096690,2018.0,1,-29.21
1960,제이더블유홀딩스(주),096760,2012.0,1,0.07
1961,제이더블유홀딩스(주),096760,2013.0,1,0.46
1962,제이더블유홀딩스(주),096760,2014.0,1,0.62
1963,제이더블유홀딩스(주),096760,2015.0,0,0.98
1964,(주)엘디티,096870,2014.0,0,-29.21
1965,(주)엘디티,096870,2017.0,0,-29.21
1966,(주)HJ중공업,097230,2012.0,1,0.27
1967,(주)HJ중공업,097230,2013.0,1,-0.4
1968,(주)HJ중공업,097230,2014.0,1,-0.88
1969,(주)HJ중공업,097230,2015.0,1,-0.5
1970,(주)HJ중공업,097230,2016.0,1,-0.58
1971,(주)HJ중공업,097230,2017.0,1,-1.08
1972,(주)HJ중공업,097230,2018.0,1,0.62
1973,에스맥(주),097780,2015.0,1,-25.28
1974,에스맥(주),097780,2016.0,0,-0.97
1975,(주)윈팩,097800,2014.0,1,0.05
1976,(주)윈팩,097800,2015.0,1,-3.23
1977,(주)윈팩,097800,2016.0,1,-4.63
1978,(주)윈팩,097800,2017.0,0,-1.86
1979,(주)마이크로컨텍솔루션,098120,2017.0,1,-29.21
1980,(주)마이크로컨텍솔루션,098120,2018.0,0,-29.21
1981,(주)에스티오,098660,2014.0,0,0.86
1982,에스디엔(주),099220,2013.0,1,0.37
1983,에스디엔(주),099220,2014.0,0,0.25
1984,(주)동방선기,099410,2013.0,1,-3.39
1985,(주)동방선기,099410,2014.0,1,-0.86
1986,(주)동방선기,099410,2015.0,0,0.86
1987,(주)동방선기,099410,2018.0,1,-29.21
1988,(주)아이티엑스에이아이,099520,2011.0,0,-0.6
1989,(주)아이티엑스에이아이,099520,2015.0,1,-22.96
1990,(주)아이티엑스에이아이,099520,2016.0,0,-8.77
1991,한솔신텍(주),099660,2012.0,1,-1.86
1992,한솔신텍(주),099660,2013.0,1,-0.7
1993,한솔신텍(주),099660,2014.0,0,-3.74
1994,(주)씨그널엔터테인먼트그룹,099830,2014.0,1,-4.23
1995,(주)씨그널엔터테인먼트그룹,099830,2015.0,1,-3.08
1996,삼강엠앤티(주),100090,2013.0,0,-0.8
1997,삼강엠앤티(주),100090,2018.0,1,-3.56
1998,(주)동국에스엔씨,100130,2011.0,0,-29.21
1999,(주)상상인인더스트리,101000,2011.0,1,-11.5
2000,(주)상상인인더스트리,101000,2012.0,0,-2.67
2001,(주)상상인인더스트리,101000,2018.0,1,-7.37
2002,(주)인바이오젠,101140,2013.0,1,-7.15
2003,(주)인바이오젠,101140,2014.0,1,-4.82
2004,(주)인바이오젠,101140,2015.0,1,-29.21
2005,(주)인바이오젠,101140,2016.0,1,-16.73
2006,(주)인바이오젠,101140,2017.0,0,-26.6
2007,(주)월덱스,101160,2013.0,1,-1.44
2008,(주)월덱스,101160,2014.0,1,0.91
2009,(주)월덱스,101160,2015.0,0,0.62
2010,(주)이엔드디,101360,2016.0,1,-1.03
2011,(주)이엔드디,101360,2017.0,1,-1.62
2012,(주)이엔드디,101360,2018.0,0,0.49
2013,(주)아이엠,101390,2017.0,1,0.77
2014,(주)아이엠,101390,2018.0,1,-1.76
2015,엔시트론(주),101400,2013.0,1,-17.06
2016,엔시트론(주),101400,2014.0,1,-5.16
2017,엔시트론(주),101400,2015.0,1,-3.0
2018,엔시트론(주),101400,2016.0,1,0.0
2019,엔시트론(주),101400,2017.0,1,-3.72
2020,엔시트론(주),101400,2018.0,1,-4.5
2021,(주)에스앤에스텍,101490,2013.0,0,-0.6
2022,(주)하이드로리튬,101670,2018.0,1,-29.21
2023,한국정밀기계(주),101680,2013.0,1,-2.78
2024,한국정밀기계(주),101680,2014.0,1,-18.03
2025,한국정밀기계(주),101680,2015.0,1,-23.57
2026,한국정밀기계(주),101680,2016.0,1,-12.38
2027,한국정밀기계(주),101680,2017.0,1,-25.71
2028,한국정밀기계(주),101680,2018.0,1,-29.21
2029,(주)위메이드맥스,101730,2015.0,1,-8.79
2030,(주)위메이드맥스,101730,2016.0,1,-1.96
2031,(주)위메이드맥스,101730,2017.0,1,-3.34
2032,(주)위메이드맥스,101730,2018.0,1,-7.35
2033,인화정공(주),101930,2017.0,1,-0.2
2034,인화정공(주),101930,2018.0,1,-0.52
2035,(주)에이치디,102210,2018.0,1,-3.09
2036,(주)쌍방울,102280,2014.0,1,0.13
2037,(주)쌍방울,102280,2015.0,1,0.52
2038,(주)쌍방울,102280,2016.0,1,-9.13
2039,(주)쌍방울,102280,2017.0,1,-14.15
2040,(주)쌍방울,102280,2018.0,1,0.32
2041,코오롱생명과학(주),102940,2018.0,1,-23.27
2042,웅진에너지(주),103130,2013.0,1,-2.86
2043,웅진에너지(주),103130,2014.0,1,-1.07
2044,웅진에너지(주),103130,2015.0,1,0.05
2045,웅진에너지(주),103130,2016.0,1,-6.01
2046,웅진에너지(주),103130,2017.0,1,0.32
2047,(주)에스앤더블류,103230,2012.0,1,0.44
2048,(주)에스앤더블류,103230,2013.0,1,-1.62
2049,(주)에스앤더블류,103230,2014.0,0,0.83
2050,(주)에스앤더블류,103230,2017.0,1,-29.21
2051,(주)에스앤더블류,103230,2018.0,1,-29.21
2052,일진전기(주),103590,2012.0,0,-0.52
2053,(주)엔에이치엔벅스,104200,2017.0,0,-29.21
2054,(주)티케이케미칼,104480,2013.0,1,0.05
2055,(주)티케이케미칼,104480,2014.0,0,0.42
2056,(주)코렌텍,104540,2018.0,0,-4.38
2057,한국철강(주),104700,2011.0,0,-26.91
2058,(주)케이엔더블유,105330,2013.0,0,0.13
2059,(주)케이엔더블유,105330,2017.0,0,-4.55
2060,(주)트루윈,105550,2016.0,1,-11.88
2061,(주)트루윈,105550,2017.0,0,-1.56
2062,(주)우진,105840,2017.0,1,-3.72
2063,(주)우진,105840,2018.0,1,-0.59
2064,(주)하이소닉,106080,2014.0,0,-12.69
2065,(주)하이소닉,106080,2017.0,1,-0.8
2066,(주)하이소닉,106080,2018.0,1,-1.87
2067,(주)파인테크닉스,106240,2017.0,1,-7.63
2068,(주)파인테크닉스,106240,2018.0,0,-6.75
2069,(주)노블엠앤비,106520,2016.0,1,-6.13
2070,(주)노블엠앤비,106520,2017.0,1,-4.91
2071,(주)노블엠앤비,106520,2018.0,1,-3.67
2072,(주)셀바스에이아이,108860,2015.0,1,-1.15
2073,(주)셀바스에이아이,108860,2016.0,1,-13.49
2074,(주)셀바스에이아이,108860,2017.0,1,0.5
2075,(주)셀바스에이아이,108860,2018.0,1,-12.46
2076,컨버즈(주),109070,2011.0,1,-1.59
2077,컨버즈(주),109070,2012.0,1,-1.0
2078,컨버즈(주),109070,2013.0,1,-0.52
2079,컨버즈(주),109070,2014.0,1,-0.76
2080,컨버즈(주),109070,2015.0,1,-1.4
2081,컨버즈(주),109070,2016.0,1,-3.71
2082,컨버즈(주),109070,2017.0,1,-5.41
2083,컨버즈(주),109070,2018.0,1,-5.14
2084,(주)에이프로젠헬스케어앤게임즈,109960,2012.0,1,-3.23
2085,(주)에이프로젠헬스케어앤게임즈,109960,2013.0,0,-10.42
2086,(주)에이프로젠헬스케어앤게임즈,109960,2016.0,1,-6.37
2087,(주)에이프로젠헬스케어앤게임즈,109960,2017.0,1,-1.04
2088,(주)에이프로젠헬스케어앤게임즈,109960,2018.0,1,-0.12
2089,(주)넥솔론,110570,2012.0,1,-2.39
2090,(주)넥솔론,110570,2013.0,1,-0.9
2091,(주)넥솔론,110570,2014.0,1,-1.18
2092,(주)승화프리텍,111610,2012.0,1,-9.21
2093,(주)위메이드,112040,2015.0,0,-12.98
2094,디젠스(주),113810,2014.0,0,-4.55
2095,디젠스(주),113810,2018.0,1,-1.54
2096,크루셜텍(주),114120,2013.0,1,-2.82
2097,크루셜텍(주),114120,2014.0,0,-1.5
2098,크루셜텍(주),114120,2018.0,1,-8.55
2099,(주)강원에너지,114190,2017.0,1,-26.56
2100,(주)강원에너지,114190,2018.0,1,0.2
2101,케이피엑스라이프사이언스(주),114450,2014.0,0,-4.36
2102,지스마트글로벌(주),114570,2012.0,1,0.24
2103,지스마트글로벌(주),114570,2013.0,0,-7.32
2104,(주)휴맥스,115160,2018.0,0,-2.01
2105,(주)큐리언트,115180,2017.0,1,-29.21
2106,(주)큐리언트,115180,2018.0,1,-29.21
2107,에이치엘비테라퓨틱스(주),115450,2012.0,1,-0.57
2108,에이치엘비테라퓨틱스(주),115450,2013.0,1,0.18
2109,에이치엘비테라퓨틱스(주),115450,2014.0,1,-1.87
2110,에이치엘비테라퓨틱스(주),115450,2015.0,1,-4.66
2111,에이치엘비테라퓨틱스(주),115450,2016.0,1,-7.96
2112,에이치엘비테라퓨틱스(주),115450,2017.0,1,-6.68
2113,에이치엘비테라퓨틱스(주),115450,2018.0,1,-3.75
2114,(주)씨유메디칼시스템,115480,2014.0,0,-0.6
2115,(주)씨유메디칼시스템,115480,2017.0,0,-2.2
2116,(주)씨엔플러스,115530,2014.0,1,-12.81
2117,(주)씨엔플러스,115530,2015.0,1,-5.9
2118,(주)씨엔플러스,115530,2016.0,1,-5.19
2119,(주)씨엔플러스,115530,2017.0,1,-0.28
2120,(주)씨엔플러스,115530,2018.0,1,-3.63
2121,(주)스타플렉스,115570,2012.0,0,0.45
2122,(주)이미지스테크놀로지,115610,2018.0,1,-29.21
2123,(주)알파홀딩스,117670,2017.0,1,-8.6
2124,(주)알파홀딩스,117670,2018.0,1,-3.07
2125,(주)한진해운,117930,2012.0,1,-0.29
2126,(주)한진해운,117930,2013.0,1,-0.6
2127,케이씨코트렐(주),119650,2014.0,1,-16.42
2128,케이씨코트렐(주),119650,2015.0,0,-29.21
2129,아이텍(주),119830,2013.0,0,0.95
2130,(주)비덴트,121800,2016.0,1,-3.93
2131,(주)비덴트,121800,2017.0,0,-6.15
2132,(주)코이즈,121850,2014.0,1,-0.15
2133,(주)코이즈,121850,2015.0,0,-1.92
2134,(주)코이즈,121850,2018.0,1,-9.15
2135,(주)에스디시스템,121890,2017.0,1,-29.21
2136,(주)에스디시스템,121890,2018.0,1,-16.49
2137,(주)서진오토모티브,122690,2018.0,1,-0.83
2138,(주)아이윈플러스,123010,2016.0,1,0.06
2139,(주)아이윈플러스,123010,2017.0,1,-7.82
2140,(주)아이윈플러스,123010,2018.0,1,-10.03
2141,(주)파인넥스,123260,2013.0,1,-7.88
2142,(주)파인넥스,123260,2014.0,1,-5.89
2143,(주)파인넥스,123260,2015.0,1,-1.53
2144,(주)파인넥스,123260,2016.0,1,-10.94
2145,(주)제닉,123330,2018.0,1,-11.16
2146,한국화장품(주),123690,2012.0,1,-7.37
2147,한국화장품(주),123690,2013.0,1,-5.31
2148,한국화장품(주),123690,2014.0,1,-6.3
2149,한국화장품(주),123690,2015.0,0,-29.21
2150,(주)알톤스포츠,123750,2016.0,1,-9.65
2151,(주)알톤스포츠,123750,2017.0,1,-14.42
2152,(주)알톤스포츠,123750,2018.0,1,-1.12
2153,(주)한일진공,123840,2017.0,1,-1.8
2154,(주)한일진공,123840,2018.0,1,0.34
2155,(주)뉴로스,126870,2015.0,0,0.61
2156,(주)뉴로스,126870,2018.0,1,0.47
2157,제이엔케이히터(주),126880,2014.0,0,0.97
2158,(주)디엔에이링크,127120,2014.0,1,-6.19
2159,(주)디엔에이링크,127120,2015.0,1,-7.65
2160,(주)디엔에이링크,127120,2016.0,1,-4.18
2161,(주)디엔에이링크,127120,2017.0,1,0.76
2162,(주)디엔에이링크,127120,2018.0,1,-3.16
2163,(주)매직마이크로,127160,2016.0,1,-4.36
2164,(주)매직마이크로,127160,2017.0,1,-1.99
2165,(주)매직마이크로,127160,2018.0,1,0.12
2166,대성산업(주),128820,2012.0,1,-0.25
2167,대성산업(주),128820,2013.0,1,-2.26
2168,대성산업(주),128820,2014.0,1,-0.18
2169,대성산업(주),128820,2015.0,1,-0.47
2170,대성산업(주),128820,2016.0,1,-0.31
2171,대성산업(주),128820,2017.0,1,-0.34
2172,대성산업(주),128820,2018.0,1,0.3
2173,(주)초록뱀이앤엠,131100,2013.0,1,-1.24
2174,(주)초록뱀이앤엠,131100,2014.0,1,-2.08
2175,(주)초록뱀이앤엠,131100,2015.0,1,-3.37
2176,(주)초록뱀이앤엠,131100,2016.0,1,-2.77
2177,(주)초록뱀이앤엠,131100,2017.0,1,-2.38
2178,(주)티에스이,131290,2016.0,0,-21.96
2179,알서포트(주),131370,2016.0,0,-19.67
2180,(주)이브이첨단소재,131400,2015.0,1,-18.85
2181,(주)이브이첨단소재,131400,2016.0,0,-2.97
2182,(주)두산테스나,131970,2016.0,0,-2.43
2183,(주)이퓨쳐,134060,2012.0,0,-29.21
2184,(주)탑코미디어,134580,2017.0,0,-29.21
2185,(주)하림,136480,2015.0,0,0.82
2186,(주)오이솔루션,138080,2018.0,0,0.49
2187,(주)나이벡,138610,2012.0,1,-2.68
2188,(주)나이벡,138610,2013.0,1,-5.06
2189,(주)나이벡,138610,2014.0,1,-5.51
2190,(주)나이벡,138610,2015.0,1,-3.41
2191,(주)나이벡,138610,2016.0,1,-3.51
2192,(주)나이벡,138610,2017.0,1,-1.81
2193,(주)나이벡,138610,2018.0,1,-4.64
2194,(주)엘아이에스,138690,2013.0,1,-4.49
2195,(주)엘아이에스,138690,2014.0,0,-12.24
2196,(주)엘아이에스,138690,2017.0,0,-1.97
2197,(주)시티랩스,139050,2016.0,1,-3.19
2198,(주)시티랩스,139050,2017.0,1,-17.05
2199,(주)시티랩스,139050,2018.0,1,-2.29
2200,(주)메지온,140410,2014.0,1,-29.21
2201,(주)메지온,140410,2015.0,1,-1.9
2202,(주)메지온,140410,2016.0,1,-1.96
2203,(주)메지온,140410,2017.0,1,-6.08
2204,(주)메지온,140410,2018.0,1,-29.21
2205,(주)디에스앤엘,141020,2014.0,1,-16.91
2206,(주)디에스앤엘,141020,2015.0,1,-10.88
2207,(주)디에스앤엘,141020,2016.0,0,-1.3
2208,(주)맥스로텍,141070,2016.0,1,-2.14
2209,(주)맥스로텍,141070,2017.0,0,0.62
2210,(주)레고켐바이오사이언스,141080,2014.0,1,-29.21
2211,(주)레고켐바이오사이언스,141080,2015.0,1,-9.17
2212,(주)레고켐바이오사이언스,141080,2016.0,1,-9.48
2213,(주)레고켐바이오사이언스,141080,2017.0,1,-7.27
2214,(주)레고켐바이오사이언스,141080,2018.0,0,-29.21
2215,(주)녹십자엠에스,142280,2017.0,1,0.26
2216,(주)녹십자엠에스,142280,2018.0,1,-6.18
2217,(주)비엘,142760,2015.0,1,-21.28
2218,(주)비엘,142760,2016.0,1,-29.21
2219,(주)비엘,142760,2017.0,1,-29.21
2220,(주)비엘,142760,2018.0,1,-1.72
